date,month,week,platform,campaign,posts,impressions,likes,comments,shares,sentiment,hashtags,text
2024-12-30,2024-12,2024-12-30/2025-01-05,Facebook,,7,71845,3995,395,19,-0.296,#news,Top 5 tips to boost engagement.
2025-04-26,2025-04,2025-04-21/2025-04-27,Twitter,,1,4216,191,8,12,0.291,#launch,We hit a milestone — thank you!
2024-07-19,2024-07,2024-07-15/2024-07-21,Instagram,,8,64256,6095,21,139,0.48,,Top 5 tips to boost engagement.
2024-06-02,2024-06,2024-05-27/2024-06-02,Facebook,BrandAwareness,3,31516,2261,178,110,0.308,#news,Customer testimonial — we love feedback.
2025-03-25,2025-03,2025-03-24/2025-03-30,Facebook,ProductLaunch,1,11060,712,58,5,0.451,#news,Customer testimonial — we love feedback.
2025-05-15,2025-05,2025-05-12/2025-05-18,Instagram,BrandAwareness,1,8859,378,44,22,-0.218,#news #launch,Top 5 tips to boost engagement.
2024-03-13,2024-03,2024-03-11/2024-03-17,Youtube,ProductLaunch,2,27032,1087,60,63,0.056,#launch #marketing,Top 5 tips to boost engagement.
2024-10-22,2024-10,2024-10-21/2024-10-27,Instagram,HolidayPush,2,17533,1227,91,68,-0.472,#launch,Live Q&A tomorrow — set a reminder.
2024-01-17,2024-01,2024-01-15/2024-01-21,Twitter,,1,4251,85,6,9,-0.338,#sale,Live Q&A tomorrow — set a reminder.
2025-10-02,2025-10,2025-09-29/2025-10-05,Facebook,,1,10704,760,36,29,0.589,#launch,Holiday sale starts now — big discounts!
2024-08-04,2024-08,2024-07-29/2024-08-04,Instagram,,3,27299,1972,192,83,-0.049,,Join our giveaway — win prizes!
2024-03-01,2024-03,2024-02-26/2024-03-03,Linkedin,HolidayPush,1,3013,263,15,8,0.73,#giveaway,Holiday sale starts now — big discounts!
2025-09-07,2025-09,2025-09-01/2025-09-07,Linkedin,BrandAwareness,1,2931,233,11,8,0.138,#event,We hit a milestone — thank you!
2024-02-11,2024-02,2024-02-05/2024-02-11,Linkedin,,1,1955,161,7,5,0.003,,Join our giveaway — win prizes!
2024-01-25,2024-01,2024-01-22/2024-01-28,Instagram,Community,4,29987,1440,53,89,-0.007,#news,Live Q&A tomorrow — set a reminder.
2024-02-08,2024-02,2024-02-05/2024-02-11,Instagram,HolidayPush,2,18740,575,135,100,0.431,#giveaway #sale,Customer testimonial — we love feedback.
2024-05-10,2024-05,2024-05-06/2024-05-12,Twitter,BrandAwareness,1,4684,297,28,5,0.038,,Live Q&A tomorrow — set a reminder.
2025-05-12,2025-05,2025-05-12/2025-05-18,Twitter,EngagementBoost,2,9101,626,50,20,0.095,#tips,Behind the scenes from our team meeting.
2024-08-16,2024-08,2024-08-12/2024-08-18,Linkedin,BrandAwareness,1,2824,226,10,8,0.189,,Join our giveaway — win prizes!
2024-04-17,2024-04,2024-04-15/2024-04-21,Linkedin,EngagementBoost,2,5651,507,18,23,-0.39,#brand,Behind the scenes from our team meeting.
2024-06-20,2024-06,2024-06-17/2024-06-23,Facebook,,1,9562,351,23,37,0.114,#brand #marketing,Collab announcement — exciting news.
2025-03-10,2025-03,2025-03-10/2025-03-16,Youtube,,1,13226,1020,90,53,0.063,,Live Q&A tomorrow — set a reminder.
2025-04-22,2025-04,2025-04-21/2025-04-27,Linkedin,,2,4999,75,1,14,0.24,#giveaway,We hit a milestone — thank you!
2024-04-11,2024-04,2024-04-08/2024-04-14,Twitter,HolidayPush,2,9600,628,49,40,0.427,#news #marketing,Join our giveaway — win prizes!
2025-06-07,2025-06,2025-06-02/2025-06-08,Instagram,,3,22291,1649,18,53,-0.003,#marketing,Live Q&A tomorrow — set a reminder.
2024-10-01,2024-10,2024-09-30/2024-10-06,Facebook,Community,1,10922,321,39,42,0.257,#news,Collab announcement — exciting news.
2025-09-04,2025-09,2025-09-01/2025-09-07,Instagram,,3,23624,1712,93,75,-0.394,#sale,Live Q&A tomorrow — set a reminder.
2024-02-13,2024-02,2024-02-12/2024-02-18,Instagram,HolidayPush,2,18284,707,26,58,0.778,#sale,Join our giveaway — win prizes!
2024-01-17,2024-01,2024-01-15/2024-01-21,Facebook,,1,10682,556,24,17,0.619,#howto,Customer testimonial — we love feedback.
2024-11-25,2024-11,2024-11-25/2024-12-01,Linkedin,Community,4,11035,851,60,13,-0.037,#tips #brand,Holiday sale starts now — big discounts!
2025-07-22,2025-07,2025-07-21/2025-07-27,Instagram,HolidayPush,4,32498,1743,226,88,0.118,#sale #giveaway,Customer testimonial — we love feedback.
2025-05-11,2025-05,2025-05-05/2025-05-11,Linkedin,EngagementBoost,2,4539,242,20,13,-0.682,#news,New blog post: marketing strategies for 2025.
2024-01-12,2024-01,2024-01-08/2024-01-14,Linkedin,HolidayPush,2,5773,383,15,10,0.315,,We hit a milestone — thank you!
2024-11-13,2024-11,2024-11-11/2024-11-17,Twitter,Community,2,7880,598,16,30,-0.177,#brand,Holiday sale starts now — big discounts!
2025-08-14,2025-08,2025-08-11/2025-08-17,Instagram,HolidayPush,5,38172,2289,96,83,-0.489,#news,Behind the scenes from our team meeting.
2024-08-03,2024-08,2024-07-29/2024-08-04,Instagram,Community,2,12613,1155,49,45,0.201,#viral,Behind the scenes from our team meeting.
2024-12-04,2024-12,2024-12-02/2024-12-08,Facebook,BrandAwareness,3,27548,1467,124,74,-0.238,#viral,Top 5 tips to boost engagement.
2025-10-22,2025-10,2025-10-20/2025-10-26,Facebook,HolidayPush,2,22292,1887,143,84,-0.28,#launch,Collab announcement — exciting news.
2024-03-21,2024-03,2024-03-18/2024-03-24,Youtube,HolidayPush,3,47047,3321,181,84,0.353,#giveaway,Join our giveaway — win prizes!
2025-04-29,2025-04,2025-04-28/2025-05-04,Facebook,,1,10355,760,27,14,0.651,,Live Q&A tomorrow — set a reminder.
2025-01-08,2025-01,2025-01-06/2025-01-12,Instagram,EngagementBoost,6,45607,1677,79,161,0.178,#tips,Top 5 tips to boost engagement.
2024-07-18,2024-07,2024-07-15/2024-07-21,Instagram,BrandAwareness,1,8999,758,32,34,0.52,#marketing #sale #howto,Join our giveaway — win prizes!
2025-06-20,2025-06,2025-06-16/2025-06-22,Facebook,,1,13232,825,9,43,-0.039,,Behind the scenes from our team meeting.
2025-04-10,2025-04,2025-04-07/2025-04-13,Instagram,,2,20610,2189,57,43,0.287,,Top 5 tips to boost engagement.
2024-03-29,2024-03,2024-03-25/2024-03-31,Twitter,ProductLaunch,1,5516,359,8,20,0.165,#brand #howto,Customer testimonial — we love feedback.
2024-09-24,2024-09,2024-09-23/2024-09-29,Twitter,ProductLaunch,1,4269,254,14,15,0.24,,Top 5 tips to boost engagement.
2025-10-16,2025-10,2025-10-13/2025-10-19,Instagram,BrandAwareness,1,9380,466,46,17,-0.25,#tips,Collab announcement — exciting news.
2025-07-24,2025-07,2025-07-21/2025-07-27,Instagram,,4,30265,1818,144,104,-0.77,#giveaway,We hit a milestone — thank you!
2025-05-03,2025-05,2025-04-28/2025-05-04,Twitter,,3,12956,1143,69,40,0.57,#marketing,Launching our new product today! Check it out.
2025-06-21,2025-06,2025-06-16/2025-06-22,Instagram,BrandAwareness,1,10241,774,22,31,-0.008,#giveaway #tips,We hit a milestone — thank you!
2024-02-16,2024-02,2024-02-12/2024-02-18,Instagram,,2,10006,659,68,16,-0.573,,New blog post: marketing strategies for 2025.
2024-10-14,2024-10,2024-10-14/2024-10-20,Facebook,Community,1,10428,804,55,39,0.075,,We hit a milestone — thank you!
2024-01-16,2024-01,2024-01-15/2024-01-21,Linkedin,,2,6525,333,34,16,0.211,#news,Join our giveaway — win prizes!
2025-02-04,2025-02,2025-02-03/2025-02-09,Instagram,,4,30389,1507,189,71,0.098,#event,We hit a milestone — thank you!
2024-03-26,2024-03,2024-03-25/2024-03-31,Linkedin,Community,3,6299,298,27,21,0.172,#marketing,We hit a milestone — thank you!
2024-09-06,2024-09,2024-09-02/2024-09-08,Twitter,Community,1,3966,316,14,11,0.114,#news #brand,Behind the scenes from our team meeting.
2025-01-25,2025-01,2025-01-20/2025-01-26,Twitter,,1,5291,432,35,8,-0.033,#marketing,Join our giveaway — win prizes!
2024-11-30,2024-11,2024-11-25/2024-12-01,Youtube,,1,14935,657,34,67,0.142,#brand,New blog post: marketing strategies for 2025.
2025-09-20,2025-09,2025-09-15/2025-09-21,Linkedin,EngagementBoost,2,5354,248,19,17,0.026,#event #marketing,Live Q&A tomorrow — set a reminder.
2025-06-02,2025-06,2025-06-02/2025-06-08,Linkedin,,4,9926,568,62,29,0.15,,Behind the scenes from our team meeting.
2024-05-16,2024-05,2024-05-13/2024-05-19,Instagram,,5,37364,1477,133,110,0.219,#tips #launch,Collab announcement — exciting news.
2025-11-18,2025-11,2025-11-17/2025-11-23,Instagram,BrandAwareness,1,8438,546,23,25,0.284,#viral,We hit a milestone — thank you!
2025-05-12,2025-05,2025-05-12/2025-05-18,Youtube,,1,13099,1162,27,40,-0.093,#event,Behind the scenes from our team meeting.
2025-04-21,2025-04,2025-04-21/2025-04-27,Twitter,HolidayPush,1,5023,338,22,20,0.318,#howto #giveaway #tips,Launching our new product today! Check it out.
2025-08-16,2025-08,2025-08-11/2025-08-17,Twitter,,1,4528,364,14,20,0.234,#viral,We hit a milestone — thank you!
2024-08-10,2024-08,2024-08-05/2024-08-11,Facebook,,3,27770,932,138,75,0.51,#brand #tips #news,Top 5 tips to boost engagement.
2025-01-06,2025-01,2025-01-06/2025-01-12,Linkedin,,1,2871,143,20,10,0.148,#tips #viral,Holiday sale starts now — big discounts!
2025-02-05,2025-02,2025-02-03/2025-02-09,Youtube,,1,13695,302,84,49,0.434,,Customer testimonial — we love feedback.
2025-03-18,2025-03,2025-03-17/2025-03-23,Twitter,,1,2003,117,0,7,-0.697,#launch,Top 5 tips to boost engagement.
2025-05-04,2025-05,2025-04-28/2025-05-04,Youtube,HolidayPush,1,11656,1208,63,49,-0.29,#event,Top 5 tips to boost engagement.
2025-09-06,2025-09,2025-09-01/2025-09-07,Instagram,,3,24144,2303,134,92,0.469,,Join our giveaway — win prizes!
2024-09-29,2024-09,2024-09-23/2024-09-29,Instagram,Community,2,15727,1065,53,53,0.197,#marketing,Top 5 tips to boost engagement.
2025-06-09,2025-06,2025-06-09/2025-06-15,Facebook,BrandAwareness,1,10947,674,71,25,-0.288,#sale #giveaway #tips,Top 5 tips to boost engagement.
2024-06-07,2024-06,2024-06-03/2024-06-09,Instagram,ProductLaunch,2,16188,1126,74,53,0.145,#viral,Live Q&A tomorrow — set a reminder.
2024-05-31,2024-05,2024-05-27/2024-06-02,Twitter,,1,4408,160,0,8,0.455,#brand,We hit a milestone — thank you!
2025-09-11,2025-09,2025-09-08/2025-09-14,Facebook,,1,10500,681,44,36,-0.352,#news,Collab announcement — exciting news.
2024-07-06,2024-07,2024-07-01/2024-07-07,Twitter,Community,1,3972,67,13,13,0.179,,Top 5 tips to boost engagement.
2024-04-07,2024-04,2024-04-01/2024-04-07,Instagram,HolidayPush,1,8382,74,22,13,0.846,#tips,Holiday sale starts now — big discounts!
2024-05-10,2024-05,2024-05-06/2024-05-12,Twitter,BrandAwareness,3,11566,613,54,29,-0.201,#news,Holiday sale starts now — big discounts!
2024-06-19,2024-06,2024-06-17/2024-06-23,Twitter,Community,3,11501,1236,60,25,-0.238,#giveaway #viral,Customer testimonial — we love feedback.
2024-07-01,2024-07,2024-07-01/2024-07-07,Twitter,HolidayPush,1,4118,384,21,15,-0.781,#tips,Customer testimonial — we love feedback.
2024-12-29,2024-12,2024-12-23/2024-12-29,Linkedin,Community,2,3726,308,20,10,-0.048,#howto,We hit a milestone — thank you!
2024-02-08,2024-02,2024-02-05/2024-02-11,Linkedin,BrandAwareness,1,2369,142,4,3,0.404,#launch #viral,Behind the scenes from our team meeting.
2025-06-10,2025-06,2025-06-09/2025-06-15,Twitter,,1,3152,287,5,10,-0.101,#viral,Holiday sale starts now — big discounts!
2025-05-11,2025-05,2025-05-05/2025-05-11,Linkedin,BrandAwareness,1,2002,99,9,6,0.991,#news,We hit a milestone — thank you!
2025-05-30,2025-05,2025-05-26/2025-06-01,Instagram,,2,15243,553,93,47,1.0,#event #viral,Join our giveaway — win prizes!
2024-12-14,2024-12,2024-12-09/2024-12-15,Instagram,ProductLaunch,3,20783,1009,97,39,0.712,#brand,Top 5 tips to boost engagement.
2025-01-31,2025-01,2025-01-27/2025-02-02,Linkedin,ProductLaunch,1,2418,67,0,8,-0.171,,Holiday sale starts now — big discounts!
2024-06-09,2024-06,2024-06-03/2024-06-09,Twitter,BrandAwareness,1,4277,450,21,12,0.189,#viral #brand,Live Q&A tomorrow — set a reminder.
2024-01-16,2024-01,2024-01-15/2024-01-21,Pinterest,,2,4630,328,4,13,-0.125,#news,Join our giveaway — win prizes!
2025-05-07,2025-05,2025-05-05/2025-05-11,Twitter,BrandAwareness,1,6639,282,35,11,-0.147,#viral #brand,New blog post: marketing strategies for 2025.
2025-03-01,2025-03,2025-02-24/2025-03-02,Linkedin,HolidayPush,2,3870,226,11,6,0.2,#giveaway #viral,We hit a milestone — thank you!
2024-04-17,2024-04,2024-04-15/2024-04-21,Twitter,BrandAwareness,2,6879,397,31,48,-0.288,#event,Behind the scenes from our team meeting.
2025-03-25,2025-03,2025-03-24/2025-03-30,Twitter,Community,1,3627,321,29,6,-0.582,#launch #sale,Live Q&A tomorrow — set a reminder.
2024-11-06,2024-11,2024-11-04/2024-11-10,Twitter,EngagementBoost,6,24165,2531,79,21,-0.409,,Live Q&A tomorrow — set a reminder.
2024-06-18,2024-06,2024-06-17/2024-06-23,Facebook,HolidayPush,1,11093,906,27,29,0.174,#marketing #viral,Join our giveaway — win prizes!
2025-06-29,2025-06,2025-06-23/2025-06-29,Facebook,,1,8169,611,25,22,0.743,#news,Behind the scenes from our team meeting.
2025-02-17,2025-02,2025-02-17/2025-02-23,Youtube,EngagementBoost,2,16555,1099,16,34,0.409,#news #tips,We hit a milestone — thank you!
2024-09-07,2024-09,2024-09-02/2024-09-08,Instagram,,3,26483,1650,52,57,0.041,#sale,Live Q&A tomorrow — set a reminder.
2024-05-20,2024-05,2024-05-20/2024-05-26,Instagram,,2,17206,1064,105,49,0.347,#sale #news,Top 5 tips to boost engagement.
2024-09-30,2024-09,2024-09-30/2024-10-06,Twitter,,2,8855,551,0,29,0.056,#news #brand,Collab announcement — exciting news.
2025-02-19,2025-02,2025-02-17/2025-02-23,Facebook,,1,9356,524,25,14,0.454,#howto #news #launch,Customer testimonial — we love feedback.
2025-08-30,2025-08,2025-08-25/2025-08-31,Youtube,,1,14737,752,66,38,0.345,#howto,Live Q&A tomorrow — set a reminder.
2024-02-08,2024-02,2024-02-05/2024-02-11,Twitter,BrandAwareness,2,5600,217,17,16,-0.757,#viral #news,We hit a milestone — thank you!
2024-01-29,2024-01,2024-01-29/2024-02-04,Facebook,,1,6788,375,45,18,-0.147,#viral,Customer testimonial — we love feedback.
2025-04-21,2025-04,2025-04-21/2025-04-27,Twitter,ProductLaunch,2,9433,318,34,21,0.319,#howto,Live Q&A tomorrow — set a reminder.
2024-11-13,2024-11,2024-11-11/2024-11-17,Facebook,,2,20092,979,66,39,0.365,,Launching our new product today! Check it out.
2024-09-01,2024-09,2024-08-26/2024-09-01,Youtube,Community,2,34143,1973,146,161,-0.082,#news #event,Customer testimonial — we love feedback.
2025-11-27,2025-11,2025-11-24/2025-11-30,Instagram,,2,13660,890,62,9,-0.669,,New blog post: marketing strategies for 2025.
2024-09-28,2024-09,2024-09-23/2024-09-29,Twitter,Community,3,15062,976,60,60,0.154,,Behind the scenes from our team meeting.
2025-03-15,2025-03,2025-03-10/2025-03-16,Pinterest,EngagementBoost,1,3617,252,13,6,-0.456,#news #sale,New blog post: marketing strategies for 2025.
2024-08-26,2024-08,2024-08-26/2024-09-01,Youtube,HolidayPush,1,10753,733,0,34,-0.211,#giveaway #brand,Customer testimonial — we love feedback.
2025-01-11,2025-01,2025-01-06/2025-01-12,Facebook,EngagementBoost,1,8636,827,15,26,0.573,#launch #news,New blog post: marketing strategies for 2025.
2024-09-22,2024-09,2024-09-16/2024-09-22,Twitter,HolidayPush,1,5502,512,28,10,-0.08,#event #marketing,Behind the scenes from our team meeting.
2024-12-24,2024-12,2024-12-23/2024-12-29,Twitter,,1,3324,173,19,9,-0.167,#viral #marketing,New blog post: marketing strategies for 2025.
2024-12-05,2024-12,2024-12-02/2024-12-08,Twitter,ProductLaunch,2,7681,602,50,19,0.035,#tips,Customer testimonial — we love feedback.
2025-01-23,2025-01,2025-01-20/2025-01-26,Linkedin,Community,3,7413,418,8,22,0.398,#event,Top 5 tips to boost engagement.
2025-07-30,2025-07,2025-07-28/2025-08-03,Facebook,,2,17881,475,41,76,-0.007,#launch #brand,We hit a milestone — thank you!
2025-11-19,2025-11,2025-11-17/2025-11-23,Twitter,BrandAwareness,3,12141,889,84,53,0.594,#marketing,Join our giveaway — win prizes!
2024-01-03,2024-01,2024-01-01/2024-01-07,Instagram,ProductLaunch,3,23343,1154,75,52,-0.242,#tips,Join our giveaway — win prizes!
2025-03-04,2025-03,2025-03-03/2025-03-09,Instagram,,3,18985,881,99,63,-0.285,#giveaway,New blog post: marketing strategies for 2025.
2024-05-21,2024-05,2024-05-20/2024-05-26,Instagram,,2,19458,940,208,78,0.245,#tips,Behind the scenes from our team meeting.
2025-01-10,2025-01,2025-01-06/2025-01-12,Instagram,HolidayPush,4,35838,1609,218,91,-0.164,#marketing,Join our giveaway — win prizes!
2025-10-31,2025-10,2025-10-27/2025-11-02,Twitter,Community,2,8614,832,30,31,0.248,#giveaway #event,New blog post: marketing strategies for 2025.
2024-11-19,2024-11,2024-11-18/2024-11-24,Instagram,EngagementBoost,1,8301,297,30,44,0.882,#marketing,We hit a milestone — thank you!
2024-05-25,2024-05,2024-05-20/2024-05-26,Instagram,ProductLaunch,3,21753,1238,109,40,-0.364,,Launching our new product today! Check it out.
2024-10-19,2024-10,2024-10-14/2024-10-20,Facebook,ProductLaunch,2,18614,488,2,64,0.195,#news #giveaway,New blog post: marketing strategies for 2025.
2025-10-26,2025-10,2025-10-20/2025-10-26,Instagram,,4,34613,1570,168,68,0.403,#sale,Collab announcement — exciting news.
2025-03-07,2025-03,2025-03-03/2025-03-09,Instagram,BrandAwareness,5,41435,1397,142,98,-0.15,#news,Live Q&A tomorrow — set a reminder.
2025-08-07,2025-08,2025-08-04/2025-08-10,Twitter,,1,4546,319,17,11,0.085,#brand #news #viral,Behind the scenes from our team meeting.
2025-02-02,2025-02,2025-01-27/2025-02-02,Instagram,ProductLaunch,3,25194,743,106,86,-0.725,#news #giveaway,Launching our new product today! Check it out.
2024-12-09,2024-12,2024-12-09/2024-12-15,Twitter,HolidayPush,1,5274,467,37,26,0.079,#news,Live Q&A tomorrow — set a reminder.
2024-05-19,2024-05,2024-05-13/2024-05-19,Instagram,HolidayPush,1,10189,343,45,24,-0.268,#sale #event,New blog post: marketing strategies for 2025.
2024-07-05,2024-07,2024-07-01/2024-07-07,Linkedin,HolidayPush,1,3218,126,14,12,-0.264,#sale #tips,Launching our new product today! Check it out.
2024-03-01,2024-03,2024-02-26/2024-03-03,Youtube,HolidayPush,1,11940,877,64,25,0.008,#news #event,Top 5 tips to boost engagement.
2025-01-14,2025-01,2025-01-13/2025-01-19,Linkedin,HolidayPush,1,4014,391,16,10,-0.077,#news #marketing,Join our giveaway — win prizes!
2025-03-15,2025-03,2025-03-10/2025-03-16,Facebook,,3,28545,1463,151,123,-0.354,,Customer testimonial — we love feedback.
2024-11-14,2024-11,2024-11-11/2024-11-17,Youtube,HolidayPush,2,23191,1667,87,91,0.627,#giveaway,We hit a milestone — thank you!
2024-10-28,2024-10,2024-10-28/2024-11-03,Facebook,,1,8308,324,52,21,0.132,#tips,Launching our new product today! Check it out.
2024-12-09,2024-12,2024-12-09/2024-12-15,Instagram,,2,13141,654,86,31,0.218,#launch #howto,Join our giveaway — win prizes!
2024-01-11,2024-01,2024-01-08/2024-01-14,Twitter,HolidayPush,2,8700,503,46,30,-0.118,#sale #tips #launch,Behind the scenes from our team meeting.
2024-03-02,2024-03,2024-02-26/2024-03-03,Youtube,EngagementBoost,3,39945,1735,0,93,0.059,,Launching our new product today! Check it out.
2024-08-13,2024-08,2024-08-12/2024-08-18,Twitter,Community,1,5354,443,23,13,-0.65,#tips,Holiday sale starts now — big discounts!
2024-06-01,2024-06,2024-05-27/2024-06-02,Instagram,,1,2128,161,0,5,-0.303,#brand,Holiday sale starts now — big discounts!
2025-07-17,2025-07,2025-07-14/2025-07-20,Linkedin,ProductLaunch,1,2835,139,13,7,0.602,#launch #howto,We hit a milestone — thank you!
2025-07-24,2025-07,2025-07-21/2025-07-27,Linkedin,,3,7794,85,56,18,0.297,#giveaway,New blog post: marketing strategies for 2025.
2025-08-06,2025-08,2025-08-04/2025-08-10,Instagram,Community,1,7170,326,45,9,-0.089,#sale,Behind the scenes from our team meeting.
2025-10-21,2025-10,2025-10-20/2025-10-26,Facebook,,3,26877,2289,93,122,0.217,,We hit a milestone — thank you!
2025-07-28,2025-07,2025-07-28/2025-08-03,Instagram,EngagementBoost,7,56104,3226,206,214,-0.532,#news,Holiday sale starts now — big discounts!
2024-11-05,2024-11,2024-11-04/2024-11-10,Facebook,BrandAwareness,1,7705,620,2,22,-0.062,#giveaway,We hit a milestone — thank you!
2024-08-30,2024-08,2024-08-26/2024-09-01,Instagram,EngagementBoost,1,11647,1083,46,26,0.081,,Live Q&A tomorrow — set a reminder.
2025-05-07,2025-05,2025-05-05/2025-05-11,Twitter,,2,8752,631,31,36,0.356,,New blog post: marketing strategies for 2025.
2024-12-31,2024-12,2024-12-30/2025-01-05,Linkedin,HolidayPush,1,3451,285,5,11,-0.203,,Collab announcement — exciting news.
2024-11-25,2024-11,2024-11-25/2024-12-01,Twitter,Community,1,1911,92,3,4,0.095,#howto #news,Live Q&A tomorrow — set a reminder.
2024-04-16,2024-04,2024-04-15/2024-04-21,Facebook,HolidayPush,1,12656,1053,20,44,-0.006,#event #viral,New blog post: marketing strategies for 2025.
2024-08-13,2024-08,2024-08-12/2024-08-18,Twitter,HolidayPush,1,4949,275,41,15,0.211,#viral,We hit a milestone — thank you!
2024-08-05,2024-08,2024-08-05/2024-08-11,Twitter,ProductLaunch,1,3512,156,14,11,0.163,#viral #news,Holiday sale starts now — big discounts!
2025-05-20,2025-05,2025-05-19/2025-05-25,Facebook,,1,9440,965,51,36,0.065,#launch,Collab announcement — exciting news.
2024-09-15,2024-09,2024-09-09/2024-09-15,Instagram,Community,4,29641,1766,172,103,0.199,#event,Live Q&A tomorrow — set a reminder.
2025-05-31,2025-05,2025-05-26/2025-06-01,Twitter,,1,3630,166,26,13,-0.131,#tips,Behind the scenes from our team meeting.
2024-02-23,2024-02,2024-02-19/2024-02-25,Instagram,,2,17355,1188,124,83,-0.103,#tips #event,Live Q&A tomorrow — set a reminder.
2024-02-16,2024-02,2024-02-12/2024-02-18,Facebook,,1,7991,305,47,28,-0.468,#marketing #giveaway,Launching our new product today! Check it out.
2025-11-19,2025-11,2025-11-17/2025-11-23,Youtube,ProductLaunch,2,26811,935,25,143,0.326,#brand,Collab announcement — exciting news.
2025-06-04,2025-06,2025-06-02/2025-06-08,Pinterest,Community,1,3527,196,20,14,0.033,#sale,Top 5 tips to boost engagement.
2024-04-08,2024-04,2024-04-08/2024-04-14,Twitter,HolidayPush,1,2825,88,9,7,-0.298,#viral,Collab announcement — exciting news.
2024-01-20,2024-01,2024-01-15/2024-01-21,Instagram,BrandAwareness,6,48797,2464,71,72,-0.196,#event,Join our giveaway — win prizes!
2025-07-26,2025-07,2025-07-21/2025-07-27,Twitter,,3,10759,363,35,45,0.658,#marketing,Top 5 tips to boost engagement.
2025-05-04,2025-05,2025-04-28/2025-05-04,Linkedin,,1,1478,117,6,2,-0.011,,Customer testimonial — we love feedback.
2025-02-22,2025-02,2025-02-17/2025-02-23,Instagram,,2,17918,1678,0,56,0.227,,Collab announcement — exciting news.
2025-11-20,2025-11,2025-11-17/2025-11-23,Pinterest,BrandAwareness,1,1755,56,8,6,-0.099,#brand #marketing #sale,Top 5 tips to boost engagement.
2024-03-02,2024-03,2024-02-26/2024-03-03,Twitter,,2,9919,1018,62,19,-0.322,#launch #tips,Top 5 tips to boost engagement.
2024-05-24,2024-05,2024-05-20/2024-05-26,Pinterest,,3,6340,476,26,15,0.094,#launch,New blog post: marketing strategies for 2025.
2024-08-03,2024-08,2024-07-29/2024-08-04,Linkedin,BrandAwareness,1,2038,132,3,3,0.465,,Behind the scenes from our team meeting.
2024-01-03,2024-01,2024-01-01/2024-01-07,Linkedin,,1,1965,58,10,9,0.596,#event,Launching our new product today! Check it out.
2024-06-08,2024-06,2024-06-03/2024-06-09,Twitter,BrandAwareness,1,4864,132,19,18,0.557,#viral,New blog post: marketing strategies for 2025.
2024-04-29,2024-04,2024-04-29/2024-05-05,Instagram,,3,21473,1272,160,48,0.309,#news,Live Q&A tomorrow — set a reminder.
2024-03-29,2024-03,2024-03-25/2024-03-31,Twitter,Community,3,10702,605,0,15,0.278,#tips,Behind the scenes from our team meeting.
2024-11-24,2024-11,2024-11-18/2024-11-24,Twitter,,1,1936,104,0,4,-0.239,#giveaway,Join our giveaway — win prizes!
2025-08-02,2025-08,2025-07-28/2025-08-03,Instagram,,3,25496,1554,96,60,0.107,#sale,Launching our new product today! Check it out.
2024-12-22,2024-12,2024-12-16/2024-12-22,Twitter,BrandAwareness,1,3028,138,9,7,0.431,#sale,Holiday sale starts now — big discounts!
2025-09-01,2025-09,2025-09-01/2025-09-07,Twitter,HolidayPush,1,4431,246,20,16,0.583,#viral,Top 5 tips to boost engagement.
2024-09-23,2024-09,2024-09-23/2024-09-29,Facebook,,1,6093,365,29,9,0.056,#brand,New blog post: marketing strategies for 2025.
2025-09-08,2025-09,2025-09-08/2025-09-14,Facebook,BrandAwareness,1,5085,566,35,20,-0.065,#viral #launch,Join our giveaway — win prizes!
2024-11-18,2024-11,2024-11-18/2024-11-24,Instagram,BrandAwareness,1,9727,142,34,11,-0.242,#event,Launching our new product today! Check it out.
2025-09-26,2025-09,2025-09-22/2025-09-28,Pinterest,BrandAwareness,1,1904,128,9,5,0.08,#viral,Collab announcement — exciting news.
2025-06-24,2025-06,2025-06-23/2025-06-29,Instagram,,3,22372,1380,30,51,0.492,#howto #brand,Launching our new product today! Check it out.
2025-10-10,2025-10,2025-10-06/2025-10-12,Twitter,BrandAwareness,1,3416,206,30,13,-0.091,#howto,Holiday sale starts now — big discounts!
2024-07-13,2024-07,2024-07-08/2024-07-14,Twitter,Community,1,3420,230,21,15,0.314,#marketing,Live Q&A tomorrow — set a reminder.
2024-11-27,2024-11,2024-11-25/2024-12-01,Linkedin,BrandAwareness,1,4294,427,24,16,0.488,#tips #event,New blog post: marketing strategies for 2025.
2024-06-18,2024-06,2024-06-17/2024-06-23,Instagram,,2,16637,1113,39,57,-0.059,,Launching our new product today! Check it out.
2025-06-04,2025-06,2025-06-02/2025-06-08,Twitter,HolidayPush,1,4166,125,28,11,0.02,#brand,Customer testimonial — we love feedback.
2025-04-07,2025-04,2025-04-07/2025-04-13,Facebook,,2,17739,1191,106,77,0.526,,Customer testimonial — we love feedback.
2024-02-09,2024-02,2024-02-05/2024-02-11,Instagram,BrandAwareness,1,9888,561,52,19,0.21,#giveaway,Holiday sale starts now — big discounts!
2025-06-20,2025-06,2025-06-16/2025-06-22,Facebook,Community,1,6543,311,24,22,0.651,,We hit a milestone — thank you!
2024-09-17,2024-09,2024-09-16/2024-09-22,Youtube,,2,28741,1831,54,117,0.101,,Join our giveaway — win prizes!
2025-01-29,2025-01,2025-01-27/2025-02-02,Pinterest,Community,1,2314,133,8,9,0.491,#howto,Launching our new product today! Check it out.
